species,Phylum,window_label,cell_id,n_obs,tgb,n_corr,p_corr
Alopochen aegyptiaca,Chordata,2010-2014,7382,2,50,0.5086695562880845,0.04
Alopochen aegyptiaca,Chordata,2010-2014,7519,4,593,0.6262839486998738,0.006745362563237774
Alopochen aegyptiaca,Chordata,2010-2014,7524,1,846,0.1483305244911367,0.001182033096926714
Alopochen aegyptiaca,Chordata,2010-2014,7525,4,262,0.7178552453684918,0.015267175572519083
Alopochen aegyptiaca,Chordata,2010-2014,7541,1,1562,0.13597371941595515,6.402048655569782e-4
Alopochen aegyptiaca,Chordata,2010-2014,7765,1,2160,0.13023671482165702,4.62962962962963e-4
Alopochen aegyptiaca,Chordata,2010-2014,7767,5,5783,0.577177206015315,8.646031471554556e-4
Alopochen aegyptiaca,Chordata,2010-2014,7769,3,28805,0.29216020297907347,1.0414858531504947e-4
Alopochen aegyptiaca,Chordata,2010-2014,7792,3,1700,0.4032815507813753,0.0017647058823529412
Alopochen aegyptiaca,Chordata,2010-2014,7902,1,10235,0.10829934487935126,9.770395701025892e-5
Alopochen aegyptiaca,Chordata,2010-2014,7903,26,15972,2.6863236468707323,0.0016278487352867517
Alopochen aegyptiaca,Chordata,2010-2014,7905,9,30920,0.8704743084880497,2.9107373868046574e-4
Alopochen aegyptiaca,Chordata,2010-2014,8038,1,1963,0.13187847655064863,5.094243504839531e-4
Alopochen aegyptiaca,Chordata,2010-2014,8039,25,10565,2.6982115433790126,0.00236630383341221
Alopochen aegyptiaca,Chordata,2010-2014,8048,1,422,0.16536108087822513,0.002369668246445498
Alopochen aegyptiaca,Chordata,2010-2014,8056,11,2103,1.4376086521852434,0.005230622919638612
Alopochen aegyptiaca,Chordata,2010-2014,8069,16,497,2.5762405889231257,0.03219315895372234
Alopochen aegyptiaca,Chordata,2010-2014,8070,1,87,0.22334705684109696,0.011494252873563218
Alopochen aegyptiaca,Chordata,2010-2014,8071,4,145,0.8026315685865341,0.027586206896551724
Alopochen aegyptiaca,Chordata,2010-2014,8174,14,10185,1.5169953035132855,0.0013745704467353953
Alopochen aegyptiaca,Chordata,2010-2014,8194,3,343,0.5136421948113717,0.008746355685131196
Alopochen aegyptiaca,Chordata,2010-2014,8205,1,1350,0.138723185239448,7.407407407407407e-4
Alopochen aegyptiaca,Chordata,2010-2014,8206,10,2109,1.3064307493219927,0.00474158368895211
Alopochen aegyptiaca,Chordata,2010-2014,8207,14,1221,1.9695440568433742,0.011466011466011465
Alopochen aegyptiaca,Chordata,2010-2014,8227,1,117,0.20961352064055247,0.008547008547008548
Alopochen aegyptiaca,Chordata,2010-2014,8320,1,643,0.1546144992752814,0.0015552099533437014
Alopochen aegyptiaca,Chordata,2010-2014,8321,2,1295,0.2790553132756236,0.0015444015444015444
Alopochen aegyptiaca,Chordata,2010-2014,8329,1,1544,0.13618821623464816,6.476683937823834e-4
Alopochen aegyptiaca,Chordata,2010-2014,8334,5,2665,0.6338473602421153,0.001876172607879925
Alopochen aegyptiaca,Chordata,2010-2014,8337,1,477,0.1620847802817817,0.0020964360587002098
Alopochen aegyptiaca,Chordata,2010-2014,8345,2,533,0.3184512650608862,0.00375234521575985
Alopochen aegyptiaca,Chordata,2010-2014,8362,1,1834,0.13307074464682372,5.452562704471102e-4
Alopochen aegyptiaca,Chordata,2010-2014,8456,1,2502,0.12779152125684118,3.996802557953637e-4
Alopochen aegyptiaca,Chordata,2010-2014,8472,2,723,0.303730199002612,0.0027662517289073307
Alopochen aegyptiaca,Chordata,2010-2014,8478,2,169,0.3894233826568741,0.011834319526627219
Alopochen aegyptiaca,Chordata,2010-2014,8479,1,150,0.19931118704250333,0.006666666666666667
Alopochen aegyptiaca,Chordata,2010-2014,8590,2,941,0.29205584981441557,0.0021253985122210413
Alopochen aegyptiaca,Chordata,2010-2014,8591,3,921,0.43946094279838605,0.003257328990228013
Alopochen aegyptiaca,Chordata,2010-2014,8592,6,4667,0.7101864173868137,0.0012856224555388902
Alopochen aegyptiaca,Chordata,2010-2014,8593,15,1092,2.143873495649045,0.013736263736263736
Alopochen aegyptiaca,Chordata,2010-2014,8616,1,176,0.19319379300543385,0.005681818181818182
Alopochen aegyptiaca,Chordata,2010-2014,8726,1,511,0.1602994489876626,0.0019569471624266144
Alopochen aegyptiaca,Chordata,2010-2014,8728,10,645,1.545404087107683,0.015503875968992248
Alopochen aegyptiaca,Chordata,2010-2014,8729,1,967,0.14544963534403693,0.001034126163391934
Alopochen aegyptiaca,Chordata,2010-2014,8743,2,750,0.3020506679676304,0.0026666666666666666
Alopochen aegyptiaca,Chordata,2010-2014,8764,3,1864,0.39835260842838416,0.001609442060085837
Alopochen aegyptiaca,Chordata,2010-2014,8865,1,258,0.17995878024236606,0.003875968992248062
Alopochen aegyptiaca,Chordata,2010-2014,8868,1,927,0.14634792272393637,0.0010787486515641855
Alopochen aegyptiaca,Chordata,2010-2014,8889,2,116,0.41997626029275587,0.017241379310344827
Alopochen aegyptiaca,Chordata,2010-2014,8890,6,192,1.1401013140863876,0.03125
Alopochen aegyptiaca,Chordata,2010-2014,8999,3,5327,0.34962055398350644,5.631687629059508e-4
Alopochen aegyptiaca,Chordata,2010-2014,9005,3,2449,0.3844259659390654,0.0012249897917517355
Alopochen aegyptiaca,Chordata,2010-2014,9024,1,174,0.19361886534096467,0.005747126436781609
Alopochen aegyptiaca,Chordata,2010-2014,9026,6,455,0.9799929843406215,0.013186813186813187
Alopochen aegyptiaca,Chordata,2010-2014,9297,1,39,0.2710850306818168,0.02564102564102564
Alopochen aegyptiaca,Chordata,2010-2014,9548,1,282,0.17713389535511573,0.0035460992907801418
Alopochen aegyptiaca,Chordata,2010-2014,9678,2,9677,0.21792164634582156,2.066756226103131e-4
Alopochen aegyptiaca,Chordata,2010-2014,9681,1,115,0.2103673139243114,0.008695652173913044
Alopochen aegyptiaca,Chordata,2010-2014,9703,1,107,0.21357795232369067,0.009345794392523364
Alopochen aegyptiaca,Chordata,2010-2014,10126,3,188,0.5723282698270139,0.015957446808510637
Alopochen aegyptiaca,Chordata,2010-2014,10379,2,147,0.40022314251091723,0.013605442176870748
Alopochen aegyptiaca,Chordata,2010-2014,10384,1,269,0.178621762940304,0.0037174721189591076
Alopochen aegyptiaca,Chordata,2010-2014,10490,2,17802,0.20435015999411008,1.1234692731153803e-4
Alopochen aegyptiaca,Chordata,2010-2014,11341,3,52,0.755611946255099,0.057692307692307696
Alopochen aegyptiaca,Chordata,2010-2014,11889,2,181,0.3843192601897758,0.011049723756906077
Alopochen aegyptiaca,Chordata,2015-2019,1529,10,4673,1.1834640931527203,0.0021399529210357373
Alopochen aegyptiaca,Chordata,2015-2019,1530,1,1416,0.13781133365515602,7.062146892655367e-4
Alopochen aegyptiaca,Chordata,2015-2019,1660,1,1369,0.13845494764519664,7.304601899196494e-4
Alopochen aegyptiaca,Chordata,2015-2019,1685,4,9145,0.4385449475680832,4.3739748496446145e-4
Alopochen aegyptiaca,Chordata,2015-2019,1823,2,3142,0.24835671560424966,6.365372374283895e-4
Alopochen aegyptiaca,Chordata,2015-2019,1963,2,2993,0.24986365049971374,6.682258603407952e-4
Alopochen aegyptiaca,Chordata,2015-2019,2067,1,955,0.1457140136180861,0.0010471204188481676
Alopochen aegyptiaca,Chordata,2015-2019,2240,2,3352,0.24637791370701573,5.966587112171838e-4
Alopochen aegyptiaca,Chordata,2015-2019,2241,18,3399,2.213605364181478,0.00529567519858782
Alopochen aegyptiaca,Chordata,2015-2019,2247,2,6692,0.2270452309673709,2.9886431560071725e-4
Alopochen aegyptiaca,Chordata,2015-2019,2379,2,8813,0.22016498481578062,2.2693747872461136e-4
Alopochen aegyptiaca,Chordata,2015-2019,2380,10,1245,1.4029783576299844,0.008032128514056224
Alopochen aegyptiaca,Chordata,2015-2019,2381,2,18920,0.20308635006662865,1.0570824524312896e-4
Alopochen aegyptiaca,Chordata,2015-2019,2384,2,83078,0.1765607291138355,2.4073762006788802e-5
Alopochen aegyptiaca,Chordata,2015-2019,2517,2,492,0.32255415545107785,0.0040650406504065045
Alopochen aegyptiaca,Chordata,2015-2019,2612,99,8854,10.892601910112042,0.011181386943754236
Alopochen aegyptiaca,Chordata,2015-2019,2613,1,1349,0.13873743633160587,7.412898443291327e-4
Alopochen aegyptiaca,Chordata,2015-2019,2658,5,9038,0.5488893656990282,5.532197388802832e-4
Alopochen aegyptiaca,Chordata,2015-2019,2660,1,4673,0.11834640931527203,2.1399529210357372e-4
Alopochen aegyptiaca,Chordata,2015-2019,2661,2,3393,0.24600958777282583,5.894488653109342e-4
Alopochen aegyptiaca,Chordata,2015-2019,2796,31,6851,3.509846193258231,0.004524886877828055
Alopochen aegyptiaca,Chordata,2015-2019,2800,9,2390,1.1568916016543538,0.0037656903765690376
Alopochen aegyptiaca,Chordata,2015-2019,2805,4,143945,0.3367798964653524,2.7788391399492863e-5
Alopochen aegyptiaca,Chordata,2015-2019,2903,1,383,0.1680490789293225,0.0026109660574412533
Alopochen aegyptiaca,Chordata,2015-2019,2922,2,1997,0.26316128954488416,0.00100150225338007
Alopochen aegyptiaca,Chordata,2015-2019,2923,3,16657,0.30862146847587596,1.8010446058714055e-4
Alopochen aegyptiaca,Chordata,2015-2019,3156,1,2412,0.12839234950737755,4.1459369817578774e-4
Alopochen aegyptiaca,Chordata,2015-2019,3157,1,654,0.15421067857520554,0.0015290519877675841
Alopochen aegyptiaca,Chordata,2015-2019,3833,20,23528,1.9868887236019115,8.500510030601836e-4
Alopochen aegyptiaca,Chordata,2015-2019,3969,5,4747,0.5906340496827693,0.0010532968190436064
Alopochen aegyptiaca,Chordata,2015-2019,3970,2,3164,0.24814177990333774,6.321112515802782e-4
Alopochen aegyptiaca,Chordata,2015-2019,4105,81,10658,8.733944746167708,0.007599924939012948
Alopochen aegyptiaca,Chordata,2015-2019,4107,1,4988,0.11743993942710987,2.0048115477145148e-4
Alopochen aegyptiaca,Chordata,2015-2019,4241,4,17950,0.4083548961470557,2.2284122562674094e-4
Alopochen aegyptiaca,Chordata,2015-2019,4377,16,11273,1.714851406655106,0.0014193205003104764
Alopochen aegyptiaca,Chordata,2015-2019,4378,11,9709,1.1981381071554456,0.0011329694098259346
Alopochen aegyptiaca,Chordata,2015-2019,4513,511,72005,45.68820993272501,0.007096729393792097
Alopochen aegyptiaca,Chordata,2015-2019,4514,6,22196,0.5995376111982108,2.703189763921427e-4
Alopochen aegyptiaca,Chordata,2015-2019,4516,1,597,0.15640663259250603,0.0016750418760469012
Alopochen aegyptiaca,Chordata,2015-2019,4649,1,6004,0.11493793472564579,1.6655562958027982e-4
Alopochen aegyptiaca,Chordata,2015-2019,4650,6,1611,0.812432280385434,0.0037243947858473
Alopochen aegyptiaca,Chordata,2015-2019,4651,1,1074,0.14326491696013255,9.31098696461825e-4
Alopochen aegyptiaca,Chordata,2015-2019,4656,3,816,0.447384650077508,0.003676470588235294
Alopochen aegyptiaca,Chordata,2015-2019,4785,73,36325,6.952189590178123,0.0020096352374397797
Alopochen aegyptiaca,Chordata,2015-2019,4792,4,2864,0.5024921330274736,0.0013966480446927375
Alopochen aegyptiaca,Chordata,2015-2019,4922,1,1055,0.14363186308156434,9.478672985781991e-4
Alopochen aegyptiaca,Chordata,2015-2019,4955,1,1960,0.13190506831041257,5.102040816326531e-4
Alopochen aegyptiaca,Chordata,2015-2019,5015,1,735,0.15148691713728024,0.0013605442176870747
Alopochen aegyptiaca,Chordata,2015-2019,5017,8,1815,1.0660424548654754,0.004407713498622589
Alopochen aegyptiaca,Chordata,2015-2019,5091,1,16425,0.10302246563487744,6.0882800608828e-5
Alopochen aegyptiaca,Chordata,2015-2019,5155,56,6345,6.395921250010883,0.008825847123719465
Alopochen aegyptiaca,Chordata,2015-2019,5156,37,12079,3.9364606433712095,0.003063167480751718
Alopochen aegyptiaca,Chordata,2015-2019,5192,2,46951,0.18592749931041003,4.259760175502119e-5
Alopochen aegyptiaca,Chordata,2015-2019,5281,3,4064,0.3610034876624595,7.381889763779527e-4
Alopochen aegyptiaca,Chordata,2015-2019,5286,1,4472,0.11896526953992184,2.2361359570661896e-4
Alopochen aegyptiaca,Chordata,2015-2019,5288,1,1831,0.13309972476698492,5.461496450027307e-4
Alopochen aegyptiaca,Chordata,2015-2019,5289,1,658,0.1540660289541429,0.001519756838905775
Alopochen aegyptiaca,Chordata,2015-2019,5291,349,57837,31.82738060825875,0.006034199560834759
Alopochen aegyptiaca,Chordata,2015-2019,5292,7,2617,0.8894348667628594,0.0026748184944593045
Alopochen aegyptiaca,Chordata,2015-2019,5329,1,6006,0.11493353571687187,1.665001665001665e-4
Alopochen aegyptiaca,Chordata,2015-2019,5421,2,1625,0.27049403865300203,0.0012307692307692308
Alopochen aegyptiaca,Chordata,2015-2019,5424,5,2560,0.6370925675229475,0.001953125
Alopochen aegyptiaca,Chordata,2015-2019,5425,2,3073,0.24904320948241263,6.508298080052066e-4
Alopochen aegyptiaca,Chordata,2015-2019,5499,1,2257,0.12949619288446076,4.4306601683650863e-4
Alopochen aegyptiaca,Chordata,2015-2019,5504,1,2940,0.12521121663277354,3.401360544217687e-4
Alopochen aegyptiaca,Chordata,2015-2019,5529,1,5983,0.11498423338948556,1.6714023065351831e-4
Alopochen aegyptiaca,Chordata,2015-2019,5556,9,2791,1.134285049860689,0.0032246506628448583
Alopochen aegyptiaca,Chordata,2015-2019,5557,8,1116,1.1398606447782715,0.007168458781362007
Alopochen aegyptiaca,Chordata,2015-2019,5561,65,5226,7.592045274754535,0.012437810945273632
Alopochen aegyptiaca,Chordata,2015-2019,5563,3,855,0.4442950049216194,0.0035087719298245615
Alopochen aegyptiaca,Chordata,2015-2019,5564,9,7448,1.0094399374958716,0.0012083780880773362
Alopochen aegyptiaca,Chordata,2015-2019,5611,42,6778,4.761049242687931,0.006196518146946002
Alopochen aegyptiaca,Chordata,2015-2019,5612,1,668,0.15370937472835366,0.0014970059880239522
Alopochen aegyptiaca,Chordata,2015-2019,5675,13,4079,1.563655400875713,0.003187055650894827
Alopochen aegyptiaca,Chordata,2015-2019,5683,1,2654,0.12683595144875354,3.7678975131876413e-4
Alopochen aegyptiaca,Chordata,2015-2019,5692,1,1030,0.14412784634351633,9.70873786407767e-4
Alopochen aegyptiaca,Chordata,2015-2019,5696,1,417,0.16568686544391886,0.002398081534772182
Alopochen aegyptiaca,Chordata,2015-2019,5768,1,402,0.16669621184917072,0.0024875621890547263
Alopochen aegyptiaca,Chordata,2015-2019,5832,2,4228,0.23952896616905484,4.730368968779565e-4
Alopochen aegyptiaca,Chordata,2015-2019,5834,29,823,4.31922303295907,0.03523693803159174
Alopochen aegyptiaca,Chordata,2015-2019,5835,87,2028,11.424371852251026,0.042899408284023666
Alopochen aegyptiaca,Chordata,2015-2019,5904,10,30618,0.9681126904512718,3.2660526487686984e-4
Alopochen aegyptiaca,Chordata,2015-2019,5970,1,889,0.1472489161910753,0.0011248593925759281
Alopochen aegyptiaca,Chordata,2015-2019,5971,2,76,0.4604257801093024,0.02631578947368421
Alopochen aegyptiaca,Chordata,2015-2019,6009,1,1603,0.13549665874293626,6.238303181534623e-4
Alopochen aegyptiaca,Chordata,2015-2019,6095,3,3997,0.36172690529576845,7.505629221916438e-4
Alopochen aegyptiaca,Chordata,2015-2019,6100,1,8172,0.11100514661550019,1.2236906510034264e-4
Alopochen aegyptiaca,Chordata,2015-2019,6101,2,3873,0.24207088219839332,5.163955589981926e-4
Alopochen aegyptiaca,Chordata,2015-2019,6320,135,47772,12.529914119613618,0.002825923134890731
Alopochen aegyptiaca,Chordata,2015-2019,6321,7,26216,0.688017261960401,2.6701251144339334e-4
Alopochen aegyptiaca,Chordata,2015-2019,6451,4,830,0.5950052467653411,0.004819277108433735
Alopochen aegyptiaca,Chordata,2015-2019,6454,20,10409,2.1620401152059125,0.0019214141608223652
Alopochen aegyptiaca,Chordata,2015-2019,6456,2,9852,0.2174969497955739,2.0300446609825416e-4
Alopochen aegyptiaca,Chordata,2015-2019,6497,1,462,0.16292676282081378,0.0021645021645021645
Alopochen aegyptiaca,Chordata,2015-2019,6506,5,92494,0.4372574911148696,5.405756049041019e-5
Alopochen aegyptiaca,Chordata,2015-2019,6560,4,5288,0.46656020309126023,7.564296520423601e-4
Alopochen aegyptiaca,Chordata,2015-2019,6568,64,5291,7.46446954028551,0.012096012096012096
Alopochen aegyptiaca,Chordata,2015-2019,6569,13,1803,1.7338507836172705,0.007210205213533
Alopochen aegyptiaca,Chordata,2015-2019,6571,2,4314,0.238952834027146,4.636068613815484e-4
Alopochen aegyptiaca,Chordata,2015-2019,6572,132,12332,14.01268846202201,0.010703859876743431
Alopochen aegyptiaca,Chordata,2015-2019,6573,1,3909,0.12090008683706638,2.5581990278843696e-4
Alopochen aegyptiaca,Chordata,2015-2019,6585,1,2904,0.12540460747457302,3.443526170798898e-4
Alopochen aegyptiaca,Chordata,2015-2019,6589,7,6812,0.7930584427647888,0.0010275983558426305
Alopochen aegyptiaca,Chordata,2015-2019,6590,2,4959,0.23504079842480788,4.0330711837063924e-4
Alopochen aegyptiaca,Chordata,2015-2019,6592,13,14887,1.3529953675385071,8.732451131860012e-4
Alopochen aegyptiaca,Chordata,2015-2019,6593,17,5285,1.983012096407537,0.003216650898770104
Alopochen aegyptiaca,Chordata,2015-2019,6594,2,2995,0.24984280688098312,6.67779632721202e-4
Alopochen aegyptiaca,Chordata,2015-2019,6704,3,1344,0.4164266838995754,0.002232142857142857
Alopochen aegyptiaca,Chordata,2015-2019,6707,4,2101,0.522831765756095,0.0019038553069966682
Alopochen aegyptiaca,Chordata,2015-2019,6708,31,7969,3.4507939928942037,0.0038900740368929604
Alopochen aegyptiaca,Chordata,2015-2019,6724,1,10750,0.1077266503395374,9.302325581395348e-5
Alopochen aegyptiaca,Chordata,2015-2019,6726,1,1806,0.13334358673345803,5.537098560354374e-4
Alopochen aegyptiaca,Chordata,2015-2019,6727,2,7912,0.22280988935569662,2.527805864509606e-4
Alopochen aegyptiaca,Chordata,2015-2019,6728,18,17825,1.8389088574568,0.0010098176718092568
Alopochen aegyptiaca,Chordata,2015-2019,6729,66,26235,6.486558018773382,0.0025157232704402514
Alopochen aegyptiaca,Chordata,2015-2019,6732,3,15581,0.31075615039904664,1.9254219883191065e-4
Alopochen aegyptiaca,Chordata,2015-2019,6834,2,1278,0.279570375196388,0.001564945226917058
Alopochen aegyptiaca,Chordata,2015-2019,6841,3,6356,0.3425708770493878,4.719949653870359e-4
Alopochen aegyptiaca,Chordata,2015-2019,6842,8,35065,0.7644538676153521,2.281477256523599e-4
Alopochen aegyptiaca,Chordata,2015-2019,6844,1,25762,0.09845722807738445,3.8816862044872296e-5
Alopochen aegyptiaca,Chordata,2015-2019,6850,1,1384,0.13824651458079784,7.22543352601156e-4
Alopochen aegyptiaca,Chordata,2015-2019,6851,28,5169,3.2746132923121936,0.005416908492938673
Alopochen aegyptiaca,Chordata,2015-2019,6862,8,2464,1.0243347248603378,0.003246753246753247
Alopochen aegyptiaca,Chordata,2015-2019,6863,41,4781,4.8391204041305045,0.008575611796695252
Alopochen aegyptiaca,Chordata,2015-2019,6864,1165,67999,104.69780409239875,0.0171326048912484
Alopochen aegyptiaca,Chordata,2015-2019,6865,91,41555,8.556815737841383,0.0021898688485140175
Alopochen aegyptiaca,Chordata,2015-2019,6866,2,10259,0.21654376807500525,1.9495077492933034e-4
Alopochen aegyptiaca,Chordata,2015-2019,6976,404,23926,40.068382815050185,0.016885396639638887
Alopochen aegyptiaca,Chordata,2015-2019,6981,3,2827,0.37748550484618115,0.0010611956137247967
Alopochen aegyptiaca,Chordata,2015-2019,6982,6,6769,0.6802523363371052,8.863938543359433e-4
Alopochen aegyptiaca,Chordata,2015-2019,6983,1,4375,0.11927636919816276,2.2857142857142857e-4
Alopochen aegyptiaca,Chordata,2015-2019,6984,10,2367,1.2870342503164653,0.004224757076468103
Alopochen aegyptiaca,Chordata,2015-2019,6986,27,2136,3.5215133300879176,0.012640449438202247
Alopochen aegyptiaca,Chordata,2015-2019,6987,28,3610,3.418077225018373,0.00775623268698061
Alopochen aegyptiaca,Chordata,2015-2019,6988,2,1117,0.284928832426747,0.0017905102954341987
Alopochen aegyptiaca,Chordata,2015-2019,6998,4,1721,0.5368232798110636,0.002324230098779779
Alopochen aegyptiaca,Chordata,2015-2019,6999,452,18362,46.03745327328465,0.02461605489598083
Alopochen aegyptiaca,Chordata,2015-2019,7000,12,9688,1.307368059407312,0.0012386457473162675
Alopochen aegyptiaca,Chordata,2015-2019,7001,11,14449,1.148411314141794,7.612983597480794e-4
Alopochen aegyptiaca,Chordata,2015-2019,7002,109,76094,9.69773508640026,0.0014324388256629957
Alopochen aegyptiaca,Chordata,2015-2019,7038,1,26779,0.09808334723786111,3.734269390193809e-5
Alopochen aegyptiaca,Chordata,2015-2019,7088,12,1429,1.6516572944876804,0.008397480755773267
Alopochen aegyptiaca,Chordata,2015-2019,7094,111,32381,10.688124577616247,0.003427936135388036
Alopochen aegyptiaca,Chordata,2015-2019,7095,1,9858,0.10874127596417205,1.0144045445323595e-4
Alopochen aegyptiaca,Chordata,2015-2019,7103,15,2021,1.9706135798117466,0.007422068283028204
Alopochen aegyptiaca,Chordata,2015-2019,7104,1,871,0.14769326549557202,0.001148105625717566
Alopochen aegyptiaca,Chordata,2015-2019,7109,1,316,0.1736442188571542,0.0031645569620253164
Alopochen aegyptiaca,Chordata,2015-2019,7112,18,2131,2.3483930343837978,0.008446738620366025
Alopochen aegyptiaca,Chordata,2015-2019,7115,6,23920,0.5950897943030858,2.5083612040133777e-4
Alopochen aegyptiaca,Chordata,2015-2019,7116,1,59951,0.0908983523344758,1.6680288902603795e-5
Alopochen aegyptiaca,Chordata,2015-2019,7117,6,4709,0.709434266045703,0.0012741558717349756
Alopochen aegyptiaca,Chordata,2015-2019,7118,48,5626,5.5585589019098105,0.008531816565943833
Alopochen aegyptiaca,Chordata,2015-2019,7119,2,1319,0.2783426968739895,0.001516300227445034
Alopochen aegyptiaca,Chordata,2015-2019,7120,15,875,2.213902510753765,0.017142857142857144
Alopochen aegyptiaca,Chordata,2015-2019,7121,1,151,0.19904931971422546,0.006622516556291391
Alopochen aegyptiaca,Chordata,2015-2019,7124,27,2033,3.544349191973402,0.013280865715691098
Alopochen aegyptiaca,Chordata,2015-2019,7127,3,3932,0.3624432543731261,7.62970498474059e-4
Alopochen aegyptiaca,Chordata,2015-2019,7128,3,1286,0.4189903635033717,0.0023328149300155523
Alopochen aegyptiaca,Chordata,2015-2019,7133,1,5607,0.11584868612337688,1.7834849295523454e-4
Alopochen aegyptiaca,Chordata,2015-2019,7135,1,1029,0.14414800718142037,9.718172983479105e-4
Alopochen aegyptiaca,Chordata,2015-2019,7137,22,32450,2.1179329493122863,6.779661016949153e-4
Alopochen aegyptiaca,Chordata,2015-2019,7138,6,1838,0.7981931860004842,0.003264417845484222
Alopochen aegyptiaca,Chordata,2015-2019,7174,3,37392,0.28492088145714717,8.023106546854942e-5
Alopochen aegyptiaca,Chordata,2015-2019,7222,1,10811,0.10766103075206028,9.249838127832763e-5
Alopochen aegyptiaca,Chordata,2015-2019,7238,1,9403,0.10930287228537994,1.0634903754121025e-4
Alopochen aegyptiaca,Chordata,2015-2019,7242,6,831,0.8923482333636493,0.007220216606498195
Alopochen aegyptiaca,Chordata,2015-2019,7245,29,3520,3.5510927406662356,0.008238636363636363
Alopochen aegyptiaca,Chordata,2015-2019,7246,1,450,0.16362682551476665,0.0022222222222222222
Alopochen aegyptiaca,Chordata,2015-2019,7248,2,1154,0.2836132937108643,0.0017331022530329288
Alopochen aegyptiaca,Chordata,2015-2019,7249,6,7840,0.669111029159599,7.653061224489796e-4
Alopochen aegyptiaca,Chordata,2015-2019,7250,8,818,1.1925908948065636,0.009779951100244499
Alopochen aegyptiaca,Chordata,2015-2019,7251,2,853,0.2962993166271743,0.0023446658851113715
Alopochen aegyptiaca,Chordata,2015-2019,7252,1,6446,0.11400727353574658,1.5513496742165683e-4
Alopochen aegyptiaca,Chordata,2015-2019,7254,30,8314,3.323799055765202,0.0036083714216983403
Alopochen aegyptiaca,Chordata,2015-2019,7255,34,49550,3.1450154445103915,6.86175580221998e-4
Alopochen aegyptiaca,Chordata,2015-2019,7256,8,590,1.2535616787103203,0.013559322033898305
Alopochen aegyptiaca,Chordata,2015-2019,7257,96,9055,10.536502461056177,0.01060187741579238
Alopochen aegyptiaca,Chordata,2015-2019,7264,1,1025,0.14422890342748268,9.75609756097561e-4
Alopochen aegyptiaca,Chordata,2015-2019,7273,57,42083,5.353408100319232,0.001354466173989497
Alopochen aegyptiaca,Chordata,2015-2019,7311,1,35845,0.09535627104771105,2.7897893709024968e-5
Alopochen aegyptiaca,Chordata,2015-2019,7365,2,2642,0.2538177387726829,7.57002271006813e-4
Alopochen aegyptiaca,Chordata,2015-2019,7374,1,643,0.1546144992752814,0.0015552099533437014
Alopochen aegyptiaca,Chordata,2015-2019,7378,4,1348,0.5550068036625556,0.002967359050445104
Alopochen aegyptiaca,Chordata,2015-2019,7382,8,1193,1.1291358367528712,0.006705783738474434
Alopochen aegyptiaca,Chordata,2015-2019,7384,12,5390,1.3965690203009509,0.0022263450834879408
Alopochen aegyptiaca,Chordata,2015-2019,7385,1,3939,0.1207884684364217,2.538715410002539e-4
Alopochen aegyptiaca,Chordata,2015-2019,7386,2,3759,0.2429491823873882,5.320563979781857e-4
Alopochen aegyptiaca,Chordata,2015-2019,7387,4,523,0.6388254112061056,0.0076481835564053535
Alopochen aegyptiaca,Chordata,2015-2019,7392,11,1038,1.583642073582869,0.010597302504816955
Alopochen aegyptiaca,Chordata,2015-2019,7408,1,3520,0.12245147381607709,2.840909090909091e-4
Alopochen aegyptiaca,Chordata,2015-2019,7409,1,2075,0.13092092768711666,4.8192771084337347e-4
Alopochen aegyptiaca,Chordata,2015-2019,7498,2,1779,0.2672236090073014,0.0011242270938729624
Alopochen aegyptiaca,Chordata,2015-2019,7499,12,3442,1.473459592122959,0.003486345148169669
Alopochen aegyptiaca,Chordata,2015-2019,7500,8,2173,1.0410805074771012,0.0036815462494247586
Alopochen aegyptiaca,Chordata,2015-2019,7508,1,349,0.17070867379813556,0.0028653295128939827
Alopochen aegyptiaca,Chordata,2015-2019,7509,1,494,0.161171841453854,0.0020242914979757085
Alopochen aegyptiaca,Chordata,2015-2019,7519,41,5453,4.7651675659985315,0.007518796992481203
Alopochen aegyptiaca,Chordata,2015-2019,7520,1,10321,0.10820130371920962,9.688983625617673e-5
Alopochen aegyptiaca,Chordata,2015-2019,7521,56,10046,6.077028927785584,0.005574357953414294
Alopochen aegyptiaca,Chordata,2015-2019,7524,20,8552,2.2089592925166337,0.0023386342376052385
Alopochen aegyptiaca,Chordata,2015-2019,7525,9,1956,1.1874654366700979,0.004601226993865031
Alopochen aegyptiaca,Chordata,2015-2019,7538,1,3208,0.12385872481895575,3.117206982543641e-4
Alopochen aegyptiaca,Chordata,2015-2019,7541,2,3163,0.24815150920618056,6.323110970597534e-4
Alopochen aegyptiaca,Chordata,2015-2019,7630,1,7962,0.11132682424636711,1.2559658377292137e-4
Alopochen aegyptiaca,Chordata,2015-2019,7633,3,20381,0.3023459799378622,1.4719591776654728e-4
Alopochen aegyptiaca,Chordata,2015-2019,7640,7,4871,0.8243770838644365,0.0014370765756518168
Alopochen aegyptiaca,Chordata,2015-2019,7643,11,739,1.664989017123961,0.014884979702300407
Alopochen aegyptiaca,Chordata,2015-2019,7644,11,2619,1.39754775656167,0.004200076365024819
Alopochen aegyptiaca,Chordata,2015-2019,7645,1,398,0.16697385913688378,0.002512562814070352
Alopochen aegyptiaca,Chordata,2015-2019,7655,20,5215,2.3365888743686516,0.003835091083413231
